,Unnamed: 0,Unnamed: 0.1,casenumber,counts,day,hour,lat,location,lon,minute,month,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year
4081,4068,4055.0,2018-00010348,1,29,17,,Amherst St At Putnam St,,35,1,"Assault, Simple",2018-01-29 17:35:00,HNorthup,11-5-1,ASSAULT W/ INTENT TO COMMIT A FELONY - MINOR INJURY,2018
4082,4069,4056.0,2018-00010331,0,29,16,41.7971283,555 Elmwood Ave,-71.42695859999998,46,1,Alarm-Business,2018-01-29 16:46:00,GValletta,Not Used,No violations,2018
4083,4070,4057.0,2018-00010323,1,29,16,41.8254881,250 Benefit St,-71.4070707,33,1,RI Statute Violation,2018-01-29 16:33:00,Central Station,11-59-3,VIOLATION OF RESTRAINING ORDER,2018
4084,4071,4058.0,2018-00010319,1,29,16,41.796213,1070 Broad St,-71.4115921,26,1,"Fraud, Swindle",2018-01-29 16:26:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018
4085,4072,4059.0,2018-00010314,1,29,16,41.83992175,130 Fillmore St,-71.4205529375,12,1,Vandalism,2018-01-29 16:12:00,KRichards,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4086,4073,4060.0,2018-00010322,1,29,15,41.842979105263204,64 June St,-71.42455184210529,53,1,Vandalism,2018-01-29 15:53:56,KMelfi,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4087,4074,4061.0,2018-00010297,1,29,15,,Broad St At Somerset St,,42,1,Municipal Code Violation,2018-01-29 15:42:00,AFrancis,Sec. 23-32.  ," Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",2018
4088,4075,4062.0,2018-00010305,1,29,15,41.8073716,71 Silver Lake Ave,-71.46086609999998,42,1,"Larceny, Other",2018-01-29 15:42:00,MCamardo,11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,2018
4089,4076,4063.0,2018-00010290,0,29,15,,24 Federick Street ,,26,1,Lost Article,2018-01-29 15:26:00,Central Station,Not Used,No violations,2018
4090,4077,4064.0,2018-00010288,1,29,15,41.824971999999995,743 Atwells Ave,-71.4413164,15,1,"Assault, Simple",2018-01-29 15:15:00,NManfredi,11-5-3,SIMPLE ASSAULT/BATTERY,2018
4091,4078,4065.0,2018-00010285,1,29,15,41.8254292727273,71 Erastus St,-71.4506935454545,11,1,"Assault, Simple",2018-01-29 15:11:00,RCarlin,11-5-3,SIMPLE ASSAULT/BATTERY,2018
4092,4079,4066.0,2018-00010286,1,29,15,41.8110167,76 Daniel Ave,-71.4576371,9,1,Vandalism,2018-01-29 15:09:00,MCamardo,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4093,4080,4067.0,2018-00010282,1,29,15,41.841649,53 March St,-71.42581899999998,4,1,Vandalism,2018-01-29 15:04:00,LMarroquin,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4094,4081,4068.0,2018-00010279,0,29,14,,Dudley St At Prairie Ave,,51,1,Assistance Rendered,2018-01-29 14:51:00,AFrancis,Not Used,No violations,2018
4095,4082,4069.0,2018-00010264,1,29,13,41.8399498,720 N Main St,-71.409085,41,1,Receiving Stolen Property,2018-01-29 13:41:54,FFurtado,31-9-2,Possession of Stolen Vehicle or Parts,2018
4096,4083,4070.0,2018-00010261,0,29,13,41.893325614609395,180 Columbine Ave ,-71.36520874449909,36,1,Narcotics Violation,2018-01-29 13:36:00,MMcGloin,Not Used,No violations,2018
4097,4084,4071.0,2018-00010258,0,29,13,,1 Franklin Sq At No Cross Streets Found ,,25,1,Disturbance,2018-01-29 13:25:06,TRose,Not Used,No violations,2018
4098,4085,4072.0,2018-00500125,1,29,13,41.828675974359,20 Providence Pl,-71.42245994871791,18,1,"Larceny, Other",2018-01-29 13:18:29,SPartridge,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018
4099,4086,4073.0,2018-00010253,1,29,13,41.8236256103896,57 Salmon St,-71.455545025974,18,1,"Fraud, Swindle",2018-01-29 13:18:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018
4100,4087,4074.0,2018-00010252,0,29,13,41.8070437,253 Public St,-71.40923769999998,9,1,Request for Assistance,2018-01-29 13:09:23,TRichards,Not Used,No violations,2018
4101,4088,4075.0,2018-00010246,1,29,12,41.8169659,30 Hartford Ave,-71.44397590000001,53,1,"Fraud, Swindle",2018-01-29 12:53:12,JDalton,19-9-29,BANK FRAUD,2018
4102,4089,4076.0,2018-00010243,1,29,12,41.8153045,65 Laban St,-71.44916375,43,1,Vandalism,2018-01-29 12:43:00,IYousif,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4103,4090,4077.0,2018-00010245,1,29,12,41.853912,138 Ledge St,-71.41551779999998,38,1,"Fraud, Swindle",2018-01-29 12:38:00,MMoonan,11-41-4,OBT. MONEY-FALSE PRETENSE/PERSONATION/U $1500 - FALSE PRETENSE,2018
4104,4091,4078.0,2018-00010233,1,29,12,41.82663820000001,99 Kennedy Plz,-71.4096412,30,1,Warrant\Capias,2018-01-29 12:30:00,VIn,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018
4105,4092,4079.0,2018-00010222,1,29,11,41.8276834,291 Waterman St,-71.384518,42,1,"Fraud, Credit Card",2018-01-29 11:42:00,FMoody,11-49-4,FRAUDULENT USE OF CREDIT CARDS,2018
4106,4093,4080.0,2018-00010222,1,29,11,41.8276834,291 Waterman St,-71.384518,42,1,Larceny from Building,2018-01-29 11:42:00,FMoody,11-41-1,LARCENY/U $1500 - FROM BLD,2018
4107,4094,4081.0,2018-00010222,1,29,11,41.8276834,291 Waterman St,-71.384518,42,1,"Larceny, Pickpocketing",2018-01-29 11:42:00,FMoody,11-49-3,THEFT - OBTAINING CREDIT CARD-FELONY - POCKET PICKING,2018
4108,4095,4082.0,2018-00010218,0,29,11,41.810668299999996,185 Ford St,-71.43463620000001,17,1,Assistance Rendered,2018-01-29 11:17:57,TGomes,Not Used,No violations,2018
4109,4096,4083.0,2018-00010216,0,29,11,41.8112252,158 Messer St,-71.43508879999997,3,1,Juvenile Matter,2018-01-29 11:03:12,TGomes,Not Used,No violations,2018
4110,4097,4084.0,2018-00010213,0,29,11,,146  At Branch Ave,,3,1,Medical Aid,2018-01-29 11:03:00,WDickie,Not Used,No violations,2018
4111,4098,4085.0,2018-00010205,1,29,10,41.8455436,51 Silver Spring St,-71.416108,48,1,"Larceny, Shoplifting",2018-01-29 10:48:00,WDickie,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018
4112,4099,4086.0,2018-00010190,0,29,10,41.8131107577046,50 Prairie Ave,-71.4150651177493,1,1,Lost Article,2018-01-29 10:01:41,TRichards,Not Used,No violations,2018
4113,4100,4087.0,2018-00010184,1,29,9,41.8347904,455 Douglas Ave,-71.41673359999999,47,1,Larceny from Motor Vehicle,2018-01-29 09:47:00,WDickie,11-41-1,LARCENY/O $1500 - FROM MV,2018
4114,4101,4088.0,2018-00010184,1,29,9,41.8347904,455 Douglas Ave,-71.41673359999999,47,1,Vandalism,2018-01-29 09:47:00,WDickie,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4115,4102,4089.0,2018-00010182,1,29,9,41.8157402,41 Fricker St,-71.42283259999998,44,1,"Larceny, Other",2018-01-29 09:44:00,RMajeau,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018
4116,4103,4090.0,2018-00010173,1,29,9,41.8134113,301 Cranston St,-71.4289455,11,1,Vandalism,2018-01-29 09:11:18,TGomes,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4117,4104,4091.0,2018-00010173,1,29,9,41.8126065,301 Cranston St,-71.4305207,11,1,Vandalism,2018-01-29 09:11:18,TGomes,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4118,4105,4092.0,2018-00010174,1,29,9,41.84526760000001,12 Silver Spring St,-71.41850290000002,7,1,Larceny from Building,2018-01-29 09:07:00,MMoonan,11-41-1,LARCENY/U $1500 - FROM BLD,2018
4119,4106,4093.0,2018-00010170,1,29,8,41.8363147,84 Cole Ave,-71.3880697,54,1,Motor Vehicle Theft,2018-01-29 08:54:00,GPereira,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018
4120,4107,4094.0,2018-00010167,1,29,8,41.791031,710 Broad St,-71.405884,39,1,Motor Vehicle Theft,2018-01-29 08:39:05,TRichards,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018
4121,4108,4095.0,2018-00010166,1,29,8,41.8434672,99 Berkshire St,-71.4241636,23,1,Vandalism,2018-01-29 08:23:00,WDickie,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4122,4109,4096.0,2018-00010165,1,29,8,41.818129,299 Carpenter St,-71.428591,23,1,Larceny from Motor Vehicle,2018-01-29 08:23:00,LFernandez,11-41-1,LARCENY/O $1500 - FROM MV,2018
4123,4110,4097.0,2018-00010164,1,29,8,41.8170866530612,7 Burgess St,-71.4251950612245,21,1,"Assault, Simple",2018-01-29 08:21:00,Central Station,11-5-3,SIMPLE ASSAULT/BATTERY,2018
4124,4111,4098.0,2018-00010163,1,29,8,41.8432789,200 Corliss St,-71.41278940000002,16,1,Larceny from Motor Vehicle,2018-01-29 08:16:00,MMoonan,11-41-1,LARCENY/U $1500 - FROM MV,2018
4125,4112,4099.0,2018-00010158,1,29,7,41.8177396,301 Lowell Ave,-71.4603538,47,1,Vandalism,2018-01-29 07:47:34,JDalton,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4126,4113,4100.0,2018-00010154,1,29,7,41.851514142857106,310 Hawkins St,-71.41968100000003,22,1,Vandalism,2018-01-29 07:22:00,Central Station,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4127,4114,4101.0,2018-00010155,1,29,7,41.818129,299 Carpenter St,-71.428591,20,1,Larceny from Motor Vehicle,2018-01-29 07:20:22,MCaraccia,11-41-1,LARCENY/O $1500 - FROM MV,2018
4128,4115,4102.0,2018-00010153,1,29,7,41.80380510000001,308 Swan St,-71.4099028,19,1,"Larceny, Other",2018-01-29 07:19:28,CKennedy,11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,2018
4129,4116,4103.0,2018-00010152,1,29,7,41.78603,112 Verndale Ave,-71.406441,16,1,Vandalism,2018-01-29 07:16:00,ITavarez,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4130,4117,4104.0,2018-00500124,1,29,7,41.835156,180 Taber Ave,-71.39319420000002,3,1,Larceny from Motor Vehicle,2018-01-29 07:03:22,SPartridge,11-41-1,LARCENY/U $1500 - FROM MV,2018
4131,4118,4105.0,2018-00010150,1,29,6,41.80847979999999,122 Moorefield St,-71.46100279999997,40,1,Larceny from Motor Vehicle,2018-01-29 06:40:13,JKane,11-41-1,LARCENY/U $1500 - FROM MV,2018
4132,4119,4106.0,2018-00010145,1,29,4,41.851514142857106,310 Hawkins St,-71.41968100000003,43,1,"Assault, Aggravated",2018-01-29 04:43:00,SFernandez,11-5-1,ASSAULT W/ INTENT TO COMMIT A FELONY - SERIOUS INJURY,2018
4133,4120,4107.0,2018-00010142,1,29,3,41.8252052329474,32 Exchange Ter,-71.4144943727869,48,1,Vandalism,2018-01-29 03:48:00,RCriner,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4134,4121,4108.0,2018-00010126,1,29,2,,Admiralatnewcomb ,,18,1,Traffic Violation,2018-01-29 02:18:00,JLeroux,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018
4135,4122,4109.0,2018-00010126,1,29,2,,Admiralatnewcomb ,,18,1,Warrant\Capias,2018-01-29 02:18:00,JLeroux,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018
4136,4123,4110.0,2018-00010122,1,29,1,41.8478169,435 Sharon St,-71.4427611,55,1,Motor Vehicle Theft,2018-01-29 01:55:59,DSantos,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018
4137,4124,4111.0,2018-00010105,0,29,1,41.8347904,Douglas Ave  ,-71.41673359999999,8,1,License Violation,2018-01-29 01:08:18,JLeroux,Not Used,No violations,2018
4138,4125,4112.0,2018-00010100,0,29,0,41.839248,45 Pleasant St,-71.407554,54,1,Request for Assistance,2018-01-29 00:54:00,JLewis,Not Used,No violations,2018
4139,4126,4113.0,2018-00010102,1,29,0,41.820431299999996,28 Kinfield St,-71.4647441,42,1,RI Statute Violation,2018-01-29 00:42:00,MFadale,12-29-4,VIOLATION -NO CONTACT ORDER,2018
4140,4127,4114.0,2018-00010091,1,29,0,41.815243599999995,38 Dike St,-71.4410638,25,1,"Larceny, Other",2018-01-29 00:25:00,LVadney,11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,2018
4141,4128,4115.0,2018-00010077,1,29,0,,Ruskin St At Lenox Ave,,5,1,Warrant\Capias,2018-01-29 00:05:00,JGutierrez,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2018
4142,4129,4116.0,2018-00010073,1,28,23,,Elmwood Aveatgallantin St ,,55,1,Traffic Violation,2018-01-28 23:55:00,LFerreras,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018
4143,4130,4117.0,2018-00010073,1,28,23,,Elmwood Aveatgallantin St ,,55,1,Traffic Violation,2018-01-28 23:55:00,LFerreras,31-3-1,Operation of Unregistered Vehicle,2018
4144,4131,4118.0,2018-00010064,3,28,23,,Cutler St At Barstow St,,33,1,Drug Offenses,2018-01-28 23:33:00,MJennette,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018
4145,4132,4119.0,2018-00010057,1,28,23,41.8123814,37 Harlam St,-71.45687609999997,7,1,Receiving Stolen Property,2018-01-28 23:07:00,JPerez,31-9-2,Possession of Stolen Vehicle or Parts,2018
4146,4133,4120.0,2018-00010040,1,28,21,41.8465941,725 Hope St,-71.39590559999998,27,1,"Assault, Simple",2018-01-28 21:27:00,DCastigliego,11-5-3,SIMPLE ASSAULT OR BATTERY,2018
4147,4134,4121.0,2018-00010033,1,28,21,41.8239891,Nan,-71.4128343,1,1,Vandalism,2018-01-28 21:01:00,MCastillo,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2018
4148,4135,4122.0,2018-00010034,1,28,21,41.826829499999995,78 Academy Ave,-71.44388509999997,0,1,Motor Vehicle Theft,2018-01-28 21:00:00,YGonzalez,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018
4149,4136,4123.0,2018-00010029,1,28,20,,Providence Pl At Harris Ave,,48,1,Traffic Violation,2018-01-28 20:48:00,MTroia,31-3-1,Operation of Unregistered Vehicle,2018
4150,4137,4124.0,2018-00010029,1,28,20,,Providence Pl At Harris Ave,,48,1,Traffic Violation,2018-01-28 20:48:00,MTroia,31-8-3,Improper Use of Evidence of Registration or Certificate,2018
4151,4138,4125.0,2018-00010029,1,28,20,,Providence Pl At Harris Ave,,48,1,Traffic Violation,2018-01-28 20:48:00,MTroia,31-22-23,Tow Trucks - Identification Required,2018
4152,4139,4126.0,2018-00010029,1,28,20,,Providence Pl At Harris Ave,,48,1,Traffic Violation,2018-01-28 20:48:00,MTroia,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018
4153,4140,4127.0,2018-00010026,1,28,20,,1 Regency Plz,,36,1,"Larceny, Other",2018-01-28 20:36:48,GMorgan,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018
4154,4141,4128.0,2018-00010024,1,28,20,41.8300417,66 Bergen St,-71.4394086,36,1,"Assault, Aggravated",2018-01-28 20:36:00,MCifuentes,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2018
4155,4142,4129.0,2018-00010017,1,28,19,41.839644,39 Hilltop Ave,-71.435389,45,1,"Assault, Simple",2018-01-28 19:45:00,GValletta,11-5-3,SIMPLE ASSAULT/BATTERY,2018
4156,4143,4130.0,2018-00010012,1,28,19,41.833907,5 Rowley St,-71.464241,28,1,"Assault, Simple",2018-01-28 19:28:00,MVittorioso,11-5-3,SIMPLE ASSAULT OR BATTERY,2018
4157,4144,4131.0,2018-00010004,0,28,19,41.8299825,Congdon Street ,-71.4069142,17,1,Article Found,2018-01-28 19:17:00,Central Station,Not Used,No violations,2018
4158,4145,4132.0,2018-00010006,1,28,19,,Spruce St At Sutton St,,11,1,Larceny from Motor Vehicle,2018-01-28 19:11:00,DJohnson,11-41-1,LARCENY/U $1500 - FROM MV,2018
4159,4146,4133.0,2018-00009999,1,28,19,41.839881899999995,17 Sweetbriar St,-71.42753499999998,3,1,Vandalism,2018-01-28 19:03:00,GValletta,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4160,4147,4134.0,2018-00009994,1,28,18,,Point St At Chestnut St,,49,1,Larceny from Motor Vehicle,2018-01-28 18:49:00,TSavard,11-41-1,LARCENY/O $1500 - FROM MV,2018
4161,4148,4135.0,2018-00009991,1,28,18,41.8439109,90 Savoy St,-71.3939813,40,1,Burglary,2018-01-28 18:40:00,DCastigliego,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018
4162,4149,4136.0,2018-00009988,0,28,18,41.8199945,325 Washington St,-71.4207328,34,1,Request for Assistance,2018-01-28 18:34:00,EBreault,Not Used,No violations,2018
4163,4150,4137.0,2018-00009982,1,28,18,41.8232838,25 Piedmont St,-71.4314206,17,1,"Family Offenses, nonviolent",2018-01-28 18:17:00,DJohnson,11-35-17,CRANK OR OBSCENE PHONE CALLS - DOMESTI,2018
4164,4151,4138.0,2018-00009980,1,28,18,,Point St At Chestnut St,,11,1,Larceny from Motor Vehicle,2018-01-28 18:11:00,TSavard,11-41-1,LARCENY/O $1500 - FROM MV,2018
4165,4152,4139.0,2018-00009968,1,28,17,41.78603,112 Verndale Ave,-71.406441,40,1,Vandalism,2018-01-28 17:40:27,JCotugno,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4166,4153,4140.0,2018-00009972,0,28,17,41.8503591329753,456 Branch Ave,-71.4203963134418,26,1,Fraud,2018-01-28 17:26:00,EBreault,Not Used,No violations,2018
4167,4154,4141.0,2018-00009962,1,28,17,41.8536621,939 Douglas Ave,-71.43751429999998,5,1,"Assault, Simple",2018-01-28 17:05:00,JDoucette,11-5-3,SIMPLE ASSAULT OR BATTERY,2018
4168,4155,4142.0,2018-00009957,1,28,16,41.8327727,72 Lisbon St,-71.4364569,54,1,DUI,2018-01-28 16:54:00,YGonzalez,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),2018
4169,4156,4143.0,2018-00009942,1,28,15,,Harris Ave At Providence Pl,,49,1,Traffic Violation,2018-01-28 15:49:00,MTroia,31-23.3-5,Windshield/Window - Owner/Operating w/Unlawful Sunscreen Material,2018
4170,4157,4144.0,2018-00009942,1,28,15,,Harris Ave At Providence Pl,,49,1,Traffic Violation,2018-01-28 15:49:00,MTroia,31-47-9,Operating a MV without Evidence of Insurance,2018
4171,4158,4145.0,2018-00009942,1,28,15,,Harris Ave At Providence Pl,,49,1,Traffic Violation,2018-01-28 15:49:00,MTroia,31-23-16,Windshield and Window Stickers - Obstructed View,2018
4172,4159,4146.0,2018-00009942,1,28,15,,Harris Ave At Providence Pl,,49,1,Traffic Violation,2018-01-28 15:49:00,MTroia,31-8-2,Operation of MV When Registration Canceled,2018
4173,4160,4147.0,2018-00009942,1,28,15,,Harris Ave At Providence Pl,,49,1,Traffic Violation,2018-01-28 15:49:00,MTroia,31-14-2(A),Speeding 1-15 mph Over Speed Limit,2018
4174,4161,4148.0,2018-00009941,1,28,15,,Morris Ave At Rochambeau Ave,,47,1,Traffic Violation,2018-01-28 15:47:00,DCastigliego,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018
4175,4162,4149.0,2018-00009940,1,28,15,,Broadway  At Barton St,,41,1,Traffic Violation,2018-01-28 15:41:00,DJohnson,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018
4176,4163,4150.0,2018-00009924,0,28,14,41.805225799999995,34 Ocean St,-71.4112339,54,1,Lost Article,2018-01-28 14:54:00,Central Station,Not Used,No violations,2018
4177,4164,4151.0,2018-00009922,1,28,14,,Roslyn Ave At Eaton St,,44,1,Traffic Violation,2018-01-28 14:44:00,JLopes,31-20-9,Obedience to Stop Sign,2018
4178,4165,4152.0,2018-00009928,1,28,14,41.824143400000004,351 Atwells Ave,-71.4293145,41,1,Larceny from Motor Vehicle,2018-01-28 14:41:00,DJohnson,11-41-1,LARCENY/U $1500 - FROM MV,2018
4179,4166,4153.0,2018-00009915,1,28,14,,5 Cathedral Sq,,13,1,"Assault, Aggravated",2018-01-28 14:13:00,RChin,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2018
4180,4167,4154.0,2018-00009905,1,28,13,41.80828320000001,64 Dartmouth Ave,-71.4230918,33,1,Vandalism,2018-01-28 13:33:47,KWigginton,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4181,4168,4155.0,2018-00009893,1,28,12,41.8207196,138 Ophelia St,-71.46381240000002,47,1,"Assault, Simple",2018-01-28 12:47:00,IYousif,11-5-3,SIMPLE ASSAULT/BATTERY,2018
4182,4169,4156.0,2018-00009892,1,28,12,,Niagara St At Laura St,,40,1,Motor Vehicle Theft,2018-01-28 12:40:29,KWigginton,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018
4183,4170,4157.0,2018-00009892,1,28,12,,Niagara St At Laura St,,40,1,Traffic Violation,2018-01-28 12:40:29,KWigginton,31-10-1,License Required to Drive - Operating a Motor Vehicle without Same,2018
4184,4171,4158.0,2018-00009886,0,28,12,41.8156723,62 Heath St,-71.45024709999998,19,1,Threats,2018-01-28 12:19:33,MChasse,Not Used,No violations,2018
4185,4172,4159.0,2018-00009884,1,28,12,41.8176073,865 Westminster St,-71.42251490000002,13,1,Larceny from Motor Vehicle,2018-01-28 12:13:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2018
4186,4173,4160.0,2018-00009881,1,28,11,41.8385365,42 Pinehurst Ave,-71.4327899,58,1,"Larceny, Other",2018-01-28 11:58:00,Central Station,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018
4187,4174,4161.0,2018-00009876,1,28,11,41.821391,98 Vinton St,-71.42873399999998,47,1,Larceny from Motor Vehicle,2018-01-28 11:47:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2018
4188,4175,4162.0,2018-00009877,1,28,11,41.8194601,550 Hartford Ave,-71.4647418,41,1,"Larceny, Other",2018-01-28 11:41:41,JKane,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018
4189,4176,4163.0,2018-00009863,1,28,10,,Federal St At Depasquale Ave,,42,1,Larceny from Motor Vehicle,2018-01-28 10:42:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2018
4190,4177,4164.0,2018-00009864,1,28,10,41.8229799278324,123 Mathewson St,-71.4145508189119,42,1,"Larceny, Shoplifting",2018-01-28 10:42:00,RChin,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018
4191,4178,4165.0,2018-00009863,1,28,10,,Federal St At Depasquale Ave,,42,1,Vandalism,2018-01-28 10:42:00,Central Station,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4192,4179,4166.0,2018-00009859,1,28,10,41.789837,16 Calla St,-71.4037335,0,1,Larceny from Motor Vehicle,2018-01-28 10:00:08,JBento,11-41-1,LARCENY/O $1500 - FROM MV,2018
4193,4180,4167.0,2018-00009857,1,28,9,41.8347904,564 Douglas Ave,-71.41673359999999,47,1,Larceny from Motor Vehicle,2018-01-28 09:47:40,EPedchenko,11-41-1,LARCENY/U $1500 - FROM MV,2018
4194,4181,4168.0,2018-00009854,1,28,9,41.81346170000001,36 Huldah St,-71.4449998,45,1,Vandalism,2018-01-28 09:45:34,MChasse,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4195,4182,4169.0,2018-00009848,0,28,8,41.857099700000006,48 Foch Ave,-71.4127682,46,1,Disturbance,2018-01-28 08:46:33,MTella,Not Used,No violations,2018
4196,4183,4170.0,2018-00009844,1,28,8,,Oakland Ave At Chad Brown St,,10,1,Robbery,2018-01-28 08:10:22,EPedchenko,11-39-1,ROBBERY-2ND DEGREE,2018
4197,4184,4171.0,2018-00009836,1,28,5,41.824198,29 Salmon St,-71.454769,53,1,Municipal Code Violation,2018-01-28 05:53:00,PCaminero,Sec. 16-93.  ,"Noise Control - Radios, television sets, and similar devices.",2018
4198,4185,4172.0,2018-00009834,0,28,5,,Power St At Hope St,,43,1,Request for Assistance,2018-01-28 05:43:00,GVargas,Not Used,No violations,2018
4199,4186,4173.0,2018-00009830,0,28,4,,Montgomery Aveat Eddy St ,,48,1,Article Found,2018-01-28 04:48:00,WSherrill,Not Used,No violations,2018
4200,4187,4174.0,2018-00009828,1,28,4,,Elmwood Ave At Woodman St,,35,1,Warrant\Capias,2018-01-28 04:35:00,SComella,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2018
4201,4188,4175.0,2018-00009809,1,28,3,,Michiganatindiana ,,21,1,Traffic Violation,2018-01-28 03:21:00,BMcParlin,31-24-4,"Head Lamps on Vehicles, Other Than Cycles",2018
4202,4189,4176.0,2018-00009797,1,28,2,,Richmond St At Pine St,,40,1,Disorderly Conduct,2018-01-28 02:40:00,MSullivan,11-45-1,DISORDERLY CONDUCT,2018
4203,4190,4177.0,2018-00009792,0,28,2,,Chapin St At Messer St ,,34,1,Auto Towed,2018-01-28 02:34:15,SSage,Not Used,Parking or MV Violation,2018
4204,4191,4178.0,2018-00009793,1,28,2,41.816742,Olneyville Sq ,-71.443611,34,1,Drug Offenses,2018-01-28 02:34:00,JNajarian,21-28-4.01-C2-(iv),POSSESSION OF MARIJUANA 1OZ OR LESS UNDER 18 YEARS OLD,2018
4205,4192,4179.0,2018-00009788,1,28,2,,Thurbers Aveatocean St ,,25,1,Traffic Violation,2018-01-28 02:25:00,LFerreras,31-15-3,Left Of Center Passing of Vehicle Proceeding in Opposite Direction,2018
4206,4193,4180.0,2018-00009768,1,28,1,41.7939011,39 Detroit Ave,-71.4112997,48,1,Larceny from Motor Vehicle,2018-01-28 01:48:00,KShea,11-41-1,LARCENY/O $1500 - FROM MV,2018
4207,4194,4181.0,2018-00009761,1,28,1,41.820783,101 Friendship St,-71.41071600000002,34,1,"Assault, Simple",2018-01-28 01:34:46,AGroot,11-5-3,SIMPLE ASSAULT OR BATTERY,2018
4208,4195,4182.0,2018-00009764,1,28,1,41.8071926,292 Pocasset Ave,-71.45632370000001,29,1,Vandalism,2018-01-28 01:29:00,JPerez,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018
4209,4196,4183.0,2018-00009753,1,28,1,41.8411211818182,84 Eaton St,-71.4307134545455,21,1,Liquor Law Violations,2018-01-28 01:21:00,EBreault,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2018
4210,4197,4184.0,2018-00009751,0,28,1,41.83697925,50 Pekin St,-71.424767,14,1,Shots Fired,2018-01-28 01:14:00,KRosado,Not Used,No violations,2018
4211,4198,4185.0,2018-00009744,1,28,1,41.8554776,1015 Branch Ave,-71.4400446,3,1,"Assault, Simple",2018-01-28 01:03:00,JLeroux,11-5-3,SIMPLE ASSAULT OR BATTERY,2018
4212,4199,4186.0,2018-00009737,1,28,0,41.8410343333333,60 Eaton St,-71.429633,47,1,Liquor Law Violations,2018-01-28 00:47:00,KRichards,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2018
